Id,AllowableRace,Description,Name4,Name3,Name2,Name1,DmgVariance,DurationInInventory,QualityModifier,BagFamily,RangeMod,StatPercentageOfSocket1,StatPercentageOfSocket2,StatPercentageOfSocket3,StatPercentageOfSocket4,StatPercentageOfSocket5,StatPercentageOfSocket6,StatPercentageOfSocket7,StatPercentageOfSocket8,StatPercentageOfSocket9,StatPercentageOfSocket10,StatPercentEditor1,StatPercentEditor2,StatPercentEditor3,StatPercentEditor4,StatPercentEditor5,StatPercentEditor6,StatPercentEditor7,StatPercentEditor8,StatPercentEditor9,StatPercentEditor10,Stackable,MaxCount,RequiredAbility,SellPrice,BuyPrice,VendorStackCount,PriceVariance,PriceRandomValue,Flags1,Flags2,Flags3,Flags4,OppositeFactionItemId,MaxDurability,ItemNameDescriptionId,RequiredTransmogHoliday,RequiredHoliday,LimitCategory,GemProperties,SocketMatchEnchantmentId,TotemCategoryId,InstanceBound,ZoneBound1,ZoneBound2,ItemSet,LockId,StartQuestId,PageText,Delay,RequiredReputationId,RequiredSkillRank,RequiredSkill,ItemLevel,AllowableClass,ItemRandomSuffixGroupId,RandomProperty,DamageMin1,DamageMin2,DamageMin3,DamageMin4,DamageMin5,DamageMax1,DamageMax2,DamageMax3,DamageMax4,DamageMax5,Armor,HolyResistance,FireResistance,NatureResistance,FrostResistance,ShadowResistance,ArcaneResistance,ScalingStatDistributionId,ExpansionId,ArtifactId,SpellWeight,SpellWeightCategory,SocketType1,SocketType2,SocketType3,SheatheType,Material,PageMaterial,PageLanguage,Bonding,DamageType,StatType1,StatType2,StatType3,StatType4,StatType5,StatType6,StatType7,StatType8,StatType9,StatType10,ContainerSlots,RequiredReputationRank,RequiredCityRank,RequiredHonorRank,InventoryType,OverallQualityId,AmmoType,StatValue1,StatValue2,StatValue3,StatValue4,StatValue5,StatValue6,StatValue7,StatValue8,StatValue9,StatValue10,RequiredLevel
"2411","77","","","","","Black Stallion Bridle","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","100000","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","40"
"2413","511","","","","","Palomino","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","100000","1","1","1","80","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","40"
"2414","77","","","","","Pinto Bridle","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","100000","1","1","1","64","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","40"
"2415","511","","","","","White Stallion","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","100000","1","1","1","80","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","40"
"2543","-1","","","","","Militia Pants","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","3","-1","0","0","0","0","0","0","0","0","0","0","0","0","48","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","5","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","1"
"2593","-1","","","","","Flask of Port","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","37","150","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","3","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2594","-1","","","","","Flagon of Mead","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","375","1500","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","3","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2595","-1","","","","","Jug of Bourbon","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","500","2000","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2723","-1","","","","","Bottle of Pinot Noir","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","12","50","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","3","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"2931","-1","Used by rogues to brew poison.","","","","Maiden's Anguish","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","25","100","1","1","1","16","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","7","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2952","-1","","","","","Fine Light Hide Jerkin","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","17","-1","0","0","0","0","0","0","0","0","0","0","0","0","73","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","8","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","12"
"3034","-1","","","","","BKP ""Impact"" Shot","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","0","0","450","200","1","1","16","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","0","0","35","-1","0","0","9","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","2","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","24","1","0","0","0","0","0","0","0","0","0","0","0","30"
"3038","-1","","","","","Archer's Longbow","1","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","0","0","0","25","4","0","0","21","0","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","2","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","15","2","2","0","0","0","0","0","0","0","0","0","0","20"
"3043","-1","","","","","Elven Arrow","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","0","0","15","-1","0","0","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","2","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","24","2","0","0","0","0","0","0","0","0","0","0","0","5"
"3104","-1","","","","","Keen Throwing Knife","1","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","0","0","0","15","-1","0","0","13","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","25","1","0","0","0","0","0","0","0","0","0","0","0","10"
"3105","-1","","","","","Large Throwing Knife","1","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","0","0","0","20","-1","0","0","17","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","25","1","0","0","0","0","0","0","0","0","0","0","0","15"
"3106","-1","","","","","Wicked Throwing Dagger","1","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","0","0","0","25","-1","0","0","22","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","25","1","0","0","0","0","0","0","0","0","0","0","0","20"
"3359","-1","","","","","Martin Thunder3.1.2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","0","0","0","1","-1","0","0","1","0","0","0","0","1","0","0","0","0","100","100","110","100","100","100","0","0","254","0","0","0","0","0","0","3","1","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","21","1","0","0","0","0","0","0","0","0","0","0","0","1"
"3398","-1","","","","","Martin Thunder3 jesse test","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","0","0","71","-1","0","0","2000","0","0","0","0","2000","0","0","0","0","100","100","110","100","100","100","0","0","254","0","0","0","0","0","0","3","4","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","21","1","0","0","0","0","0","0","0","0","0","0","0","66"
"3479","-1","","","","","Bronze Scale Curiass","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","23","-1","0","0","0","0","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","5","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","18"
"3579","-1","","","","","Ornate Copper Shoulders","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","7","-1","0","0","0","0","0","0","0","0","0","0","0","0","64","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","5","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","2"
"3777","-1","Used by rogues to brew poison.","","","","Lethargy Root","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","10","40","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","7","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3896","-1","","","","","Twain Test","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","50","-1","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","7","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","8","2","0","0","0","0","0","0","0","0","0","0","0","45"
"4081","-1","","","","","Blackforge Leggings","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","45","-1","0","0","0","0","0","0","0","0","0","0","0","0","207","0","0","0","0","2","0","0","254","0","0","0","0","0","0","0","5","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","40"
"4574","-1","","","","","Destroy Me","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","25","-1","0","0","0","0","0","0","0","0","0","0","0","0","152","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","5","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","20"
"4642","-1","","","","","Star of Xil'yeh","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","7","3","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","23","2","0","0","0","0","0","0","0","0","0","0","0","1"
"4953","-1","","","","","Trogg Ale","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","88","355","1","1","1","0","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"5022","-1","","","","","Barak's Head","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","2048","24580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","0","0","0","0","4","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"5031","-1","","","","","ZZZZZZZZ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","0","0","19","-1","0","0","44","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","1","1","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","17","3","0","0","0","0","0","0","0","0","0","0","0","14"
"5032","-1","","","","","ZZZZZ sword","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","0","0","45","-1","0","0","100","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","1","1","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","17","2","0","0","0","0","0","0","0","0","0","0","0","40"
"5033","-1","","","","","ZZZZZ sword 2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","0","0","45","-1","0","0","100","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","1","1","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","17","2","0","0","0","0","0","0","0","0","0","0","0","40"
"5034","-1","","","","","ZZZZZ sword 3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","0","0","45","-1","0","0","100","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","1","1","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","17","2","0","0","0","0","0","0","0","0","0","0","0","40"
"5035","-1","","","","","ZZZZZ sword 4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","24580","0","0","0","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","0","0","45","-1","0","0","100","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","254","0","0","0","0","0","0","1","1","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","17","2","0","0","0","0","0","0","0","0","0","0","0","40"
